supplier_id,supplier_name,supplier_country,industry,order_id,order_date,promised_delivery_date,actual_delivery_date,promised_lead_time_days,actual_lead_time_days,lead_time_variance_days,on_time_delivery,order_status,quantity_ordered,quantity_received,late_reason,quality_issue_flag
S035,Meadows-Carr,Vanuatu,Food,O00901,2025-08-19,2025-08-26,2025-08-27,7,8.0,1.0,0,Partial,96,90,Weather,0
S018,"Bird, Ray And Walsh",Seychelles,Clothing,O00902,2025-01-26,2025-02-13,2025-02-19,18,24.0,6.0,0,Completed,386,386,Supplier delay,0
S035,Meadows-Carr,Vanuatu,Food,O00903,2025-02-27,2025-03-09,2025-03-20,10,21.0,11.0,0,Partial,870,854,Weather,0
S006,"Drake, Davidson And Moreno",Greece,Food,O00904,2024-04-12,2024-04-30,2024-04-29,18,17.0,-1.0,1,Partial,990,987,,0
S018,"Bird, Ray And Walsh",Seychelles,Clothing,O00905,2024-10-31,2024-11-09,2024-11-08,9,8.0,-1.0,1,Partial,184,179,,0
S031,Johnson Plc,Northern Mariana Islands,Automotive,O00906,2023-11-05,2023-11-24,2023-11-29,19,24.0,5.0,0,Partial,752,746,Supplier delay,0
S043,"Garza, Martin And Thomas",Greece,Food,O00907,2024-03-28,2024-04-14,2024-04-19,17,22.0,5.0,0,Completed,413,413,Weather,0
S023,"Maldonado, Smith And Ashley",Estonia,Food,O00908,2024-12-18,2025-01-03,2025-01-07,16,20.0,4.0,0,Completed,766,766,Strike,1
S006,"Drake, Davidson And Moreno",Greece,Food,O00909,2025-07-09,2025-07-16,2025-07-12,7,3.0,-4.0,1,Completed,216,216,,0
S031,Johnson Plc,Northern Mariana Islands,Automotive,O00910,2025-04-13,2025-04-22,2025-04-17,9,4.0,-5.0,1,Completed,807,807,,0
S031,Johnson Plc,Northern Mariana Islands,Automotive,O00911,2024-02-07,2024-02-23,2024-02-28,16,21.0,5.0,0,Partial,864,857,Strike,0
S005,Smith-Mcgee,Albania,Pharmaceuticals,O00912,2023-10-09,2023-10-30,2023-11-05,21,27.0,6.0,0,Partial,204,194,Unknown,0
S012,Turner Ltd,Venezuela,Automotive,O00913,2024-12-31,2025-01-27,2025-01-24,27,24.0,-3.0,1,Completed,909,909,,1
S030,Woods-Stevenson,Cote d'Ivoire,Automotive,O00914,2024-11-07,2024-11-27,2024-11-30,20,23.0,3.0,0,Completed,737,737,Strike,0
S049,"Pennington, Perry And Bailey",British Virgin Islands,Automotive,O00915,2025-04-03,2025-04-12,2025-04-18,9,15.0,6.0,0,Partial,228,215,Supplier delay,0
S040,Romero Ltd,Jamaica,Food,O00916,2024-09-08,2024-09-18,2024-09-12,10,4.0,-6.0,1,Completed,599,599,,0
S004,"Clark, Douglas And Jordan",Isle of Man,Food,O00917,2025-02-21,2025-03-17,2025-03-13,24,20.0,-4.0,1,Completed,465,465,,1
S021,Taylor-Collins,Sri Lanka,Clothing,O00918,2023-12-17,2023-12-22,2023-12-18,5,1.0,-4.0,1,Completed,876,876,,1
S017,"Davis, Crawford And Conrad",Saint Lucia,Clothing,O00919,2023-12-18,2024-01-02,2023-12-30,15,12.0,-3.0,1,Partial,918,911,,1
S029,Archer Ltd,Liberia,Pharmaceuticals,O00920,2025-03-28,2025-04-27,2025-04-27,30,30.0,0.0,1,Completed,700,700,,0
S018,"Bird, Ray And Walsh",Seychelles,Clothing,O00921,2023-09-06,2023-10-06,2023-10-10,30,34.0,4.0,0,Completed,428,428,Supplier delay,0
S017,"Davis, Crawford And Conrad",Saint Lucia,Clothing,O00922,2025-09-03,2025-09-21,2025-09-17,18,14.0,-4.0,1,Completed,420,420,,0
S023,"Maldonado, Smith And Ashley",Estonia,Food,O00923,2024-06-10,2024-07-05,2024-07-10,25,30.0,5.0,0,Completed,672,672,Unknown,0
S047,"Riley, Dixon And Williams",Kenya,Pharmaceuticals,O00924,2023-10-07,2023-11-05,2023-11-12,29,36.0,7.0,0,Completed,174,174,Weather,0
S011,Liu-Gomez,Guam,Clothing,O00925,2025-05-03,2025-05-13,2025-05-18,10,15.0,5.0,0,Completed,664,664,Weather,0
S047,"Riley, Dixon And Williams",Kenya,Pharmaceuticals,O00926,2024-12-12,2025-01-11,2025-01-01,30,20.0,-10.0,1,Completed,772,772,,1
S042,Casey Plc,Colombia,Clothing,O00927,2024-08-05,2024-08-31,2024-08-27,26,22.0,-4.0,1,Completed,988,988,,0
S027,Pace-Hernandez,British Indian Ocean Territory (Chagos Archipelago),Electronics,O00928,2024-03-12,2024-03-22,2024-03-15,10,3.0,-7.0,1,Completed,126,126,,0
S046,"Roberts, Jones And Kim",Estonia,Automotive,O00929,2023-09-06,2023-10-06,2023-10-20,30,44.0,14.0,0,Completed,823,823,Strike,0
S018,"Bird, Ray And Walsh",Seychelles,Clothing,O00930,2024-12-31,2025-01-30,2025-01-25,30,25.0,-5.0,1,Completed,428,428,,0
S045,"Hughes, Doyle And Mclaughlin",Estonia,Automotive,O00931,2024-06-27,2024-07-21,2024-07-18,24,21.0,-3.0,1,Completed,79,79,,0
S035,Meadows-Carr,Vanuatu,Food,O00932,2024-08-31,2024-09-06,2024-09-07,6,7.0,1.0,0,Completed,190,190,Weather,0
S002,Mason Plc,United States Virgin Islands,Food,O00933,2024-07-07,2024-07-21,2024-07-25,14,18.0,4.0,0,Completed,328,328,Strike,1
S036,"Perez, Watson And Jones",Angola,Electronics,O00934,2023-11-24,2023-12-19,2023-12-25,25,31.0,6.0,0,Completed,255,255,Strike,0
S026,Reid Llc,South Africa,Automotive,O00935,2024-01-13,2024-02-03,2024-02-08,21,26.0,5.0,0,Completed,758,758,Weather,0
S030,Woods-Stevenson,Cote d'Ivoire,Automotive,O00936,2025-07-29,2025-08-09,2025-08-09,11,11.0,0.0,1,Completed,268,268,,1
S018,"Bird, Ray And Walsh",Seychelles,Clothing,O00937,2023-09-22,2023-10-09,2023-10-08,17,16.0,-1.0,1,Partial,447,437,,1
S026,Reid Llc,South Africa,Automotive,O00938,2024-11-05,2024-11-21,2024-11-14,16,9.0,-7.0,1,Partial,465,458,,0
S032,"Perez, Mays And Miller",Bosnia and Herzegovina,Automotive,O00939,2025-03-09,2025-03-20,2025-03-16,11,7.0,-4.0,1,Completed,654,654,,0
S024,Simmons Plc,Isle of Man,Automotive,O00940,2024-07-18,2024-08-06,2024-07-30,19,12.0,-7.0,1,Partial,759,754,,0
S009,Martinez Plc,Zambia,Automotive,O00941,2023-10-09,2023-10-29,2023-11-03,20,25.0,5.0,0,Partial,228,227,Weather,1
S044,Francis Ltd,Colombia,Clothing,O00942,2025-06-21,2025-07-02,2025-06-22,11,1.0,-10.0,1,Completed,635,635,,0
S002,Mason Plc,United States Virgin Islands,Food,O00943,2023-12-27,2024-01-25,2024-01-22,29,26.0,-3.0,1,Completed,705,705,,1
S016,"Mcdonald, Nunez And Sullivan",Saint Helena,Automotive,O00944,2024-10-22,2024-10-28,2024-10-24,6,2.0,-4.0,1,Completed,445,445,,1
S043,"Garza, Martin And Thomas",Greece,Food,O00945,2025-04-03,2025-04-12,,9,,,1,Cancelled,537,0,,0
S027,Pace-Hernandez,British Indian Ocean Territory (Chagos Archipelago),Electronics,O00946,2024-09-12,2024-09-29,2024-10-03,17,21.0,4.0,0,Completed,284,284,Strike,0
S041,Coleman-Duncan,Zimbabwe,Pharmaceuticals,O00947,2025-02-09,2025-02-17,2025-02-17,8,8.0,0.0,1,Completed,654,654,,1
S027,Pace-Hernandez,British Indian Ocean Territory (Chagos Archipelago),Electronics,O00948,2024-11-09,2024-11-14,2024-11-12,5,3.0,-2.0,1,Completed,959,959,,0
S004,"Clark, Douglas And Jordan",Isle of Man,Food,O00949,2023-09-24,2023-10-16,2023-10-20,22,26.0,4.0,0,Completed,342,342,Supplier delay,1
S009,Martinez Plc,Zambia,Automotive,O00950,2025-01-14,2025-01-24,2025-01-31,10,17.0,7.0,0,Completed,814,814,Strike,0
S036,"Perez, Watson And Jones",Angola,Electronics,O00951,2025-01-04,2025-01-31,2025-02-04,27,31.0,4.0,0,Completed,824,824,Supplier delay,0
S032,"Perez, Mays And Miller",Bosnia and Herzegovina,Automotive,O00952,2024-01-26,2024-02-19,2024-02-15,24,20.0,-4.0,1,Completed,426,426,,0
S040,Romero Ltd,Jamaica,Food,O00953,2025-04-01,2025-04-08,2025-04-02,7,1.0,-6.0,1,Completed,458,458,,0
S044,Francis Ltd,Colombia,Clothing,O00954,2023-10-13,2023-10-21,2023-10-29,8,16.0,8.0,0,Completed,89,89,Supplier delay,1
S020,Mills Ltd,Rwanda,Automotive,O00955,2024-02-04,2024-02-17,2024-02-25,13,21.0,8.0,0,Completed,907,907,Supplier delay,1
S023,"Maldonado, Smith And Ashley",Estonia,Food,O00956,2024-07-02,2024-07-26,2024-07-29,24,27.0,3.0,0,Completed,557,557,Supplier delay,0
S028,Howe Group,Nauru,Pharmaceuticals,O00957,2024-02-27,2024-03-22,2024-03-24,24,26.0,2.0,0,Completed,383,383,Customs,0
S026,Reid Llc,South Africa,Automotive,O00958,2024-06-03,2024-06-19,2024-06-24,16,21.0,5.0,0,Completed,434,434,Supplier delay,0
S049,"Pennington, Perry And Bailey",British Virgin Islands,Automotive,O00959,2023-12-14,2023-12-30,2024-01-01,16,18.0,2.0,0,Completed,223,223,Weather,0
S006,"Drake, Davidson And Moreno",Greece,Food,O00960,2024-09-11,2024-09-29,2024-10-01,18,20.0,2.0,0,Completed,991,991,Supplier delay,0
S033,Romero-Phillips,Mauritania,Automotive,O00961,2023-09-09,2023-09-15,2023-09-10,6,1.0,-5.0,1,Completed,601,601,,0
S049,"Pennington, Perry And Bailey",British Virgin Islands,Automotive,O00962,2024-10-21,2024-10-31,2024-10-28,10,7.0,-3.0,1,Completed,243,243,,1
S020,Mills Ltd,Rwanda,Automotive,O00963,2025-03-09,2025-03-22,2025-03-28,13,19.0,6.0,0,Completed,562,562,Customs,0
S011,Liu-Gomez,Guam,Clothing,O00964,2024-10-09,2024-11-03,2024-11-07,25,29.0,4.0,0,Completed,232,232,Customs,0
S034,Cruz And Sons,Portugal,Pharmaceuticals,O00965,2025-07-16,2025-07-23,2025-07-17,7,1.0,-6.0,1,Completed,703,703,,1
S036,"Perez, Watson And Jones",Angola,Electronics,O00966,2023-12-22,2024-01-17,2024-01-17,26,26.0,0.0,1,Partial,910,895,,0
S029,Archer Ltd,Liberia,Pharmaceuticals,O00967,2024-06-10,2024-06-18,2024-06-13,8,3.0,-5.0,1,Completed,424,424,,0
S023,"Maldonado, Smith And Ashley",Estonia,Food,O00968,2024-03-29,2024-04-27,2024-04-29,29,31.0,2.0,0,Completed,660,660,Supplier delay,0
S040,Romero Ltd,Jamaica,Food,O00969,2023-11-21,2023-12-21,2023-12-21,30,30.0,0.0,1,Completed,102,102,,0
S003,Bean-Christian,Montenegro,Pharmaceuticals,O00970,2025-04-10,2025-04-16,2025-04-14,6,4.0,-2.0,1,Completed,978,978,,0
S023,"Maldonado, Smith And Ashley",Estonia,Food,O00971,2025-03-03,2025-03-08,2025-03-04,5,1.0,-4.0,1,Completed,72,72,,0
S041,Coleman-Duncan,Zimbabwe,Pharmaceuticals,O00972,2025-01-17,2025-01-31,2025-02-01,14,15.0,1.0,0,Partial,668,648,Supplier delay,1
S011,Liu-Gomez,Guam,Clothing,O00973,2024-05-12,2024-05-31,2024-06-06,19,25.0,6.0,0,Completed,517,517,Strike,1
S036,"Perez, Watson And Jones",Angola,Electronics,O00974,2024-07-07,2024-07-25,2024-07-22,18,15.0,-3.0,1,Completed,606,606,,0
S015,"Andersen, Thompson And Cook",British Indian Ocean Territory (Chagos Archipelago),Clothing,O00975,2024-02-21,2024-03-11,2024-03-10,19,18.0,-1.0,1,Completed,84,84,,1
S020,Mills Ltd,Rwanda,Automotive,O00976,2025-05-24,2025-06-18,2025-06-20,25,27.0,2.0,0,Completed,672,672,Strike,0
S049,"Pennington, Perry And Bailey",British Virgin Islands,Automotive,O00977,2024-10-28,2024-11-26,2024-11-26,29,29.0,0.0,1,Completed,882,882,,0
S037,"Young, Rivera And Cowan",Heard Island and McDonald Islands,Food,O00978,2025-08-10,2025-08-18,2025-08-18,8,8.0,0.0,1,Completed,788,788,,0
S030,Woods-Stevenson,Cote d'Ivoire,Automotive,O00979,2025-06-15,2025-06-29,2025-06-27,14,12.0,-2.0,1,Partial,671,654,,0
S034,Cruz And Sons,Portugal,Pharmaceuticals,O00980,2024-04-20,2024-05-12,2024-05-20,22,30.0,8.0,0,Completed,941,941,Unknown,1
S038,Castaneda Group,Kyrgyz Republic,Food,O00981,2025-06-09,2025-07-08,2025-07-11,29,32.0,3.0,0,Completed,988,988,Unknown,0
S023,"Maldonado, Smith And Ashley",Estonia,Food,O00982,2024-04-08,2024-04-30,2024-05-04,22,26.0,4.0,0,Partial,124,104,Unknown,0
S044,Francis Ltd,Colombia,Clothing,O00983,2025-08-11,2025-09-05,2025-09-04,25,24.0,-1.0,1,Completed,137,137,,0
S017,"Davis, Crawford And Conrad",Saint Lucia,Clothing,O00984,2025-07-06,2025-08-04,2025-08-10,29,35.0,6.0,0,Completed,554,554,Supplier delay,0
S038,Castaneda Group,Kyrgyz Republic,Food,O00985,2025-03-13,2025-03-20,2025-03-14,7,1.0,-6.0,1,Completed,474,474,,0
S012,Turner Ltd,Venezuela,Automotive,O00986,2025-01-13,2025-01-20,2025-01-29,7,16.0,9.0,0,Completed,156,156,Customs,0
S041,Coleman-Duncan,Zimbabwe,Pharmaceuticals,O00987,2024-02-12,2024-03-12,2024-03-19,29,36.0,7.0,0,Completed,545,545,Strike,0
S037,"Young, Rivera And Cowan",Heard Island and McDonald Islands,Food,O00988,2025-05-30,2025-06-19,2025-06-17,20,18.0,-2.0,1,Completed,679,679,,1
S042,Casey Plc,Colombia,Clothing,O00989,2025-05-26,2025-06-19,2025-06-16,24,21.0,-3.0,1,Completed,440,440,,0
S042,Casey Plc,Colombia,Clothing,O00990,2024-03-26,2024-04-09,2024-04-04,14,9.0,-5.0,1,Completed,267,267,,1
S039,Newton-Smith,Sierra Leone,Electronics,O00991,2024-12-18,2025-01-04,2025-01-01,17,14.0,-3.0,1,Completed,54,54,,1
S046,"Roberts, Jones And Kim",Estonia,Automotive,O00992,2025-03-09,2025-04-05,2025-04-01,27,23.0,-4.0,1,Completed,816,816,,0
S006,"Drake, Davidson And Moreno",Greece,Food,O00993,2023-09-08,2023-09-27,2023-09-22,19,14.0,-5.0,1,Partial,608,592,,1
S003,Bean-Christian,Montenegro,Pharmaceuticals,O00994,2025-01-28,2025-02-25,2025-02-17,28,20.0,-8.0,1,Completed,218,218,,1
S043,"Garza, Martin And Thomas",Greece,Food,O00995,2025-04-18,2025-04-29,2025-04-23,11,5.0,-6.0,1,Partial,810,793,,1
S021,Taylor-Collins,Sri Lanka,Clothing,O00996,2024-06-16,2024-07-13,2024-07-11,27,25.0,-2.0,1,Completed,636,636,,1
S030,Woods-Stevenson,Cote d'Ivoire,Automotive,O00997,2024-09-21,2024-09-30,2024-09-28,9,7.0,-2.0,1,Partial,88,70,,0
S015,"Andersen, Thompson And Cook",British Indian Ocean Territory (Chagos Archipelago),Clothing,O00998,2023-09-12,2023-09-22,2023-09-22,10,10.0,0.0,1,Completed,696,696,,0
S014,Anthony Inc,Saint Kitts and Nevis,Food,O00999,2025-06-13,2025-07-11,2025-07-11,28,28.0,0.0,1,Completed,274,274,,1
S029,Archer Ltd,Liberia,Pharmaceuticals,O01000,2024-11-22,2024-12-17,2024-12-31,25,39.0,14.0,0,Partial,334,330,Supplier delay,0
S013,Rodriguez Plc,Niue,Electronics,O01001,2025-06-10,2025-06-25,2025-06-23,15,13.0,-2.0,1,Completed,898,898,,0
S001,Jenkins Inc,Mongolia,Clothing,O01002,2025-02-25,2025-03-12,2025-03-16,15,19.0,4.0,0,Completed,611,611,Strike,1
S037,"Young, Rivera And Cowan",Heard Island and McDonald Islands,Food,O01003,2025-03-01,2025-03-10,2025-03-11,9,10.0,1.0,0,Completed,782,782,Supplier delay,0
S039,Newton-Smith,Sierra Leone,Electronics,O01004,2024-10-29,2024-11-08,2024-11-16,10,18.0,8.0,0,Completed,162,162,Strike,1
S044,Francis Ltd,Colombia,Clothing,O01005,2024-05-10,2024-05-21,2024-05-14,11,4.0,-7.0,1,Partial,164,154,,1
S008,Rowe-Ward,Anguilla,Food,O01006,2024-08-08,2024-08-29,2024-08-30,21,22.0,1.0,0,Completed,477,477,Strike,0
S025,Francis Group,Tokelau,Automotive,O01007,2023-10-09,2023-11-02,,24,,,1,Cancelled,366,0,,0
S042,Casey Plc,Colombia,Clothing,O01008,2024-07-26,2024-08-25,2024-08-24,30,29.0,-1.0,1,Completed,174,174,,0
S020,Mills Ltd,Rwanda,Automotive,O01009,2024-12-22,2025-01-02,2024-12-29,11,7.0,-4.0,1,Completed,896,896,,0
S006,"Drake, Davidson And Moreno",Greece,Food,O01010,2023-11-10,2023-12-09,2023-12-06,29,26.0,-3.0,1,Completed,496,496,,1
S024,Simmons Plc,Isle of Man,Automotive,O01011,2024-05-11,2024-05-20,2024-05-20,9,9.0,0.0,1,Completed,428,428,,0
S041,Coleman-Duncan,Zimbabwe,Pharmaceuticals,O01012,2025-02-17,2025-03-13,2025-03-10,24,21.0,-3.0,1,Completed,489,489,,0
S036,"Perez, Watson And Jones",Angola,Electronics,O01013,2024-05-25,2024-06-23,2024-06-24,29,30.0,1.0,0,Completed,972,972,Customs,0
S036,"Perez, Watson And Jones",Angola,Electronics,O01014,2025-07-26,2025-08-15,2025-08-15,20,20.0,0.0,1,Partial,782,776,,0
S002,Mason Plc,United States Virgin Islands,Food,O01015,2025-08-14,2025-09-06,2025-09-09,23,26.0,3.0,0,Partial,408,400,Weather,1
S041,Coleman-Duncan,Zimbabwe,Pharmaceuticals,O01016,2025-06-06,2025-07-06,2025-07-03,30,27.0,-3.0,1,Partial,370,365,,0
S044,Francis Ltd,Colombia,Clothing,O01017,2025-04-19,2025-05-06,2025-05-10,17,21.0,4.0,0,Completed,485,485,Customs,0
S010,"Rodriguez, Sparks And Jackson",Brunei Darussalam,Automotive,O01018,2023-12-17,2024-01-13,2024-01-10,27,24.0,-3.0,1,Completed,785,785,,0
S044,Francis Ltd,Colombia,Clothing,O01019,2024-09-27,2024-10-26,2024-10-24,29,27.0,-2.0,1,Partial,901,894,,1
S047,"Riley, Dixon And Williams",Kenya,Pharmaceuticals,O01020,2025-05-26,2025-06-10,2025-06-11,15,16.0,1.0,0,Partial,230,214,Unknown,0
S038,Castaneda Group,Kyrgyz Republic,Food,O01021,2025-08-21,2025-08-26,2025-08-27,5,6.0,1.0,0,Completed,577,577,Supplier delay,0
S035,Meadows-Carr,Vanuatu,Food,O01022,2024-01-06,2024-01-16,2024-01-11,10,5.0,-5.0,1,Completed,274,274,,0
S014,Anthony Inc,Saint Kitts and Nevis,Food,O01023,2025-06-02,2025-06-22,2025-06-26,20,24.0,4.0,0,Partial,814,805,Strike,0
S014,Anthony Inc,Saint Kitts and Nevis,Food,O01024,2023-12-12,2023-12-21,2023-12-24,9,12.0,3.0,0,Completed,843,843,Weather,1
S027,Pace-Hernandez,British Indian Ocean Territory (Chagos Archipelago),Electronics,O01025,2024-10-14,2024-10-20,2024-10-15,6,1.0,-5.0,1,Completed,549,549,,0
S028,Howe Group,Nauru,Pharmaceuticals,O01026,2023-09-17,2023-10-12,2023-10-12,25,25.0,0.0,1,Completed,576,576,,1
S039,Newton-Smith,Sierra Leone,Electronics,O01027,2025-07-30,2025-08-10,2025-08-22,11,23.0,12.0,0,Partial,228,222,Customs,0
S008,Rowe-Ward,Anguilla,Food,O01028,2025-01-07,2025-02-06,2025-02-04,30,28.0,-2.0,1,Completed,974,974,,0
S036,"Perez, Watson And Jones",Angola,Electronics,O01029,2024-03-28,2024-04-23,2024-05-02,26,35.0,9.0,0,Completed,556,556,Weather,0
S031,Johnson Plc,Northern Mariana Islands,Automotive,O01030,2025-06-25,2025-07-02,2025-06-26,7,1.0,-6.0,1,Completed,61,61,,1
S035,Meadows-Carr,Vanuatu,Food,O01031,2024-10-26,2024-10-31,2024-11-07,5,12.0,7.0,0,Completed,755,755,Strike,0
S023,"Maldonado, Smith And Ashley",Estonia,Food,O01032,2024-03-25,2024-04-08,2024-04-08,14,14.0,0.0,1,Completed,848,848,,0
S027,Pace-Hernandez,British Indian Ocean Territory (Chagos Archipelago),Electronics,O01033,2025-01-07,2025-01-14,2025-01-11,7,4.0,-3.0,1,Completed,126,126,,0
S034,Cruz And Sons,Portugal,Pharmaceuticals,O01034,2024-12-27,2025-01-08,2025-01-04,12,8.0,-4.0,1,Completed,506,506,,0
S005,Smith-Mcgee,Albania,Pharmaceuticals,O01035,2025-04-03,2025-04-20,2025-04-15,17,12.0,-5.0,1,Completed,845,845,,0
S037,"Young, Rivera And Cowan",Heard Island and McDonald Islands,Food,O01036,2024-03-30,2024-04-05,2024-04-11,6,12.0,6.0,0,Completed,364,364,Customs,0
S043,"Garza, Martin And Thomas",Greece,Food,O01037,2025-09-02,2025-09-29,2025-09-25,27,23.0,-4.0,1,Completed,94,94,,1
S034,Cruz And Sons,Portugal,Pharmaceuticals,O01038,2024-10-21,2024-11-03,2024-10-27,13,6.0,-7.0,1,Completed,213,213,,0
S010,"Rodriguez, Sparks And Jackson",Brunei Darussalam,Automotive,O01039,2024-05-07,2024-05-14,2024-05-14,7,7.0,0.0,1,Completed,645,645,,0
S042,Casey Plc,Colombia,Clothing,O01040,2024-04-20,2024-05-13,2024-05-10,23,20.0,-3.0,1,Completed,929,929,,0
S003,Bean-Christian,Montenegro,Pharmaceuticals,O01041,2024-02-10,2024-02-17,2024-02-13,7,3.0,-4.0,1,Completed,167,167,,0
S009,Martinez Plc,Zambia,Automotive,O01042,2024-06-05,2024-06-24,2024-07-05,19,30.0,11.0,0,Completed,749,749,Supplier delay,0
S026,Reid Llc,South Africa,Automotive,O01043,2024-06-05,2024-06-13,2024-06-12,8,7.0,-1.0,1,Completed,274,274,,0
S050,Wright-Stewart,Azerbaijan,Automotive,O01044,2024-07-21,2024-07-26,2024-08-01,5,11.0,6.0,0,Completed,998,998,Supplier delay,0
S032,"Perez, Mays And Miller",Bosnia and Herzegovina,Automotive,O01045,2023-10-25,2023-10-31,2023-10-26,6,1.0,-5.0,1,Completed,986,986,,0
S001,Jenkins Inc,Mongolia,Clothing,O01046,2025-06-30,2025-07-09,2025-07-04,9,4.0,-5.0,1,Completed,183,183,,1
S021,Taylor-Collins,Sri Lanka,Clothing,O01047,2024-09-10,2024-09-21,2024-09-22,11,12.0,1.0,0,Completed,237,237,Supplier delay,0
S041,Coleman-Duncan,Zimbabwe,Pharmaceuticals,O01048,2024-08-03,2024-09-02,2024-09-05,30,33.0,3.0,0,Completed,459,459,Supplier delay,0
S035,Meadows-Carr,Vanuatu,Food,O01049,2024-07-20,2024-08-08,2024-08-10,19,21.0,2.0,0,Completed,823,823,Weather,0
S022,"Mcgee, Poole And Griffith",Montserrat,Clothing,O01050,2023-12-21,2024-01-19,2024-01-19,29,29.0,0.0,1,Partial,402,396,,0
S016,"Mcdonald, Nunez And Sullivan",Saint Helena,Automotive,O01051,2025-02-10,2025-02-17,2025-02-15,7,5.0,-2.0,1,Completed,131,131,,1
S050,Wright-Stewart,Azerbaijan,Automotive,O01052,2024-02-13,2024-02-27,2024-02-27,14,14.0,0.0,1,Partial,123,115,,0
S012,Turner Ltd,Venezuela,Automotive,O01053,2025-08-18,2025-08-29,2025-08-26,11,8.0,-3.0,1,Completed,919,919,,0
S035,Meadows-Carr,Vanuatu,Food,O01054,2023-09-11,2023-10-10,2023-10-05,29,24.0,-5.0,1,Partial,142,135,,1
S050,Wright-Stewart,Azerbaijan,Automotive,O01055,2025-06-03,2025-06-14,2025-06-18,11,15.0,4.0,0,Completed,183,183,Strike,0
S041,Coleman-Duncan,Zimbabwe,Pharmaceuticals,O01056,2025-08-28,2025-09-03,2025-09-07,6,10.0,4.0,0,Partial,874,855,Supplier delay,0
S050,Wright-Stewart,Azerbaijan,Automotive,O01057,2024-06-06,2024-07-03,2024-07-04,27,28.0,1.0,0,Partial,679,667,Supplier delay,0
S033,Romero-Phillips,Mauritania,Automotive,O01058,2023-10-12,2023-10-19,2023-10-20,7,8.0,1.0,0,Partial,474,454,Supplier delay,0
S005,Smith-Mcgee,Albania,Pharmaceuticals,O01059,2025-03-04,2025-03-23,2025-03-25,19,21.0,2.0,0,Completed,781,781,Weather,1
S045,"Hughes, Doyle And Mclaughlin",Estonia,Automotive,O01060,2025-03-26,2025-04-08,2025-04-15,13,20.0,7.0,0,Completed,556,556,Weather,0
S018,"Bird, Ray And Walsh",Seychelles,Clothing,O01061,2024-05-28,2024-06-14,2024-06-19,17,22.0,5.0,0,Completed,521,521,Strike,0
S038,Castaneda Group,Kyrgyz Republic,Food,O01062,2024-09-23,2024-10-04,2024-10-03,11,10.0,-1.0,1,Completed,641,641,,0
S009,Martinez Plc,Zambia,Automotive,O01063,2024-01-03,2024-01-16,2024-01-10,13,7.0,-6.0,1,Completed,738,738,,0
S045,"Hughes, Doyle And Mclaughlin",Estonia,Automotive,O01064,2025-02-20,2025-03-19,2025-03-09,27,17.0,-10.0,1,Completed,529,529,,0
S009,Martinez Plc,Zambia,Automotive,O01065,2023-11-30,2023-12-08,2023-12-07,8,7.0,-1.0,1,Completed,680,680,,1
S033,Romero-Phillips,Mauritania,Automotive,O01066,2023-10-11,2023-11-01,2023-11-03,21,23.0,2.0,0,Partial,197,184,Supplier delay,0
S021,Taylor-Collins,Sri Lanka,Clothing,O01067,2025-01-24,2025-02-09,2025-02-05,16,12.0,-4.0,1,Completed,849,849,,1
S019,Phillips-Owens,Bosnia and Herzegovina,Clothing,O01068,2024-07-17,2024-08-15,2024-08-13,29,27.0,-2.0,1,Completed,461,461,,1
S002,Mason Plc,United States Virgin Islands,Food,O01069,2024-04-10,2024-05-03,2024-05-12,23,32.0,9.0,0,Completed,242,242,Strike,0
S038,Castaneda Group,Kyrgyz Republic,Food,O01070,2025-07-06,2025-07-18,2025-07-22,12,16.0,4.0,0,Completed,702,702,Supplier delay,0
S019,Phillips-Owens,Bosnia and Herzegovina,Clothing,O01071,2024-11-16,2024-12-10,,24,,,1,Cancelled,461,0,,0
S035,Meadows-Carr,Vanuatu,Food,O01072,2024-06-19,2024-07-07,2024-07-04,18,15.0,-3.0,1,Completed,547,547,,0
S004,"Clark, Douglas And Jordan",Isle of Man,Food,O01073,2024-04-04,2024-04-16,2024-04-08,12,4.0,-8.0,1,Completed,798,798,,1
S026,Reid Llc,South Africa,Automotive,O01074,2024-06-22,2024-07-13,2024-07-18,21,26.0,5.0,0,Completed,216,216,Unknown,0
S034,Cruz And Sons,Portugal,Pharmaceuticals,O01075,2025-02-07,2025-02-16,2025-02-23,9,16.0,7.0,0,Completed,854,854,Weather,0
S039,Newton-Smith,Sierra Leone,Electronics,O01076,2024-02-06,2024-02-26,2024-02-19,20,13.0,-7.0,1,Completed,555,555,,0
S003,Bean-Christian,Montenegro,Pharmaceuticals,O01077,2025-08-29,2025-09-12,,14,,,1,Cancelled,788,0,,0
S042,Casey Plc,Colombia,Clothing,O01078,2025-07-30,2025-08-22,2025-08-24,23,25.0,2.0,0,Completed,108,108,Customs,0
S034,Cruz And Sons,Portugal,Pharmaceuticals,O01079,2024-07-08,2024-07-25,2024-07-20,17,12.0,-5.0,1,Completed,530,530,,0
S001,Jenkins Inc,Mongolia,Clothing,O01080,2025-06-02,2025-06-30,2025-06-29,28,27.0,-1.0,1,Partial,611,593,,0
S007,"Morris, Day And Miller",Dominica,Automotive,O01081,2024-03-28,2024-04-27,2024-04-30,30,33.0,3.0,0,Completed,295,295,Weather,0
